id,year,product_name,company,country,industry_group,weight_kg,carbon_footprint_pcf,upstream_percent_total_pcf,operations_percent_total_pcf,downstream_percent_total_pcf
12942-3-2013,2013,Nestl Babyfood NaturNes packaging  plastic pot The good assessed Packaging systems used to provide one baby food meal in France Spain and Germany The 200g packaging size was selected as the basis for this study The total emissions in kg CO2e per unit provided in this report is the figure for France as it is not possible to list all three data in one cell Please find detail by country and life cycle stages in questiom SM32b,Nestlé,Switzerland,"Food, Beverage & Tobacco",0.02,0.184,44.02,7.61,48.37
17659-2-2014,2014,Staples Sustainable Earth 38A toner cartridge,"Staples, Inc.",United States,Retailing,0.82,8.38,78.45,5.26,16.29
12942-4-2013,2013,Nestl Babyfood NaturNes packaging  plastic pot The good assessed Packaging systems used to provide one baby food meal in France Spain and Germany The 200g packaging size was selected as the basis for this study The total emissions in kg CO2e per unit provided in this report is the figure for France as it is not possible to list all three data in one cell Please find detail by country and life cycle stages in questiom SM32b,Nestlé,Switzerland,"Food, Beverage & Tobacco",0.02,0.143,56.64,13.29,30.07
12942-5-2013,2013,Nestl Babyfood NaturNes packaging  plastic pot The good assessed Packaging systems used to provide one baby food meal in France Spain and Germany The 200g packaging size was selected as the basis for this study The total emissions in kg CO2e per unit provided in this report is the figure for France as it is not possible to list all three data in one cell Please find detail by country and life cycle stages in questiom SM32b,Nestlé,Switzerland,"Food, Beverage & Tobacco",0.02,0.125,64.8,11.2,24.0
13360-1-2013,2013,Average mobile phone,Nokia Group,Finland,Technology Hardware & Equipment,0.22,12.0,54.17,4.17,41.67
13360-1-2014,2014,Mobile phone,Nokia Group,Finland,Technology Hardware & Equipment,0.22,12.0,54.17,4.17,41.67
13360-2-2013,2013,Nokia Lumia 800 Nokias high end smart phone mass  142 g including battery,Nokia Group,Finland,Technology Hardware & Equipment,0.14,16.0,65.43,3.7,30.86
13360-3-2013,2013,Nokia Asha 300 Nokias low end device mass  85 g incluging battery,Nokia Group,Finland,Technology Hardware & Equipment,0.08,8.0,37.83,7.09,55.08
13889-10-2017,2017,ECU,OMRON Corporation,Japan,Technology Hardware & Equipment,1.06,7.5,44.52,23.13,32.34
13889-11-2017,2017,Laser radar,OMRON Corporation,Japan,Technology Hardware & Equipment,1.34,86.2,44.52,23.13,32.34
13889-1-2014,2014,Blood Pressure Monitor HEM7113,OMRON Corporation,Japan,Technology Hardware & Equipment,0.54,28.2,44.52,23.13,32.34
13889-12-2017,2017,Power window switch,OMRON Corporation,Japan,Technology Hardware & Equipment,0.45,9.0,44.52,23.13,32.34
13889-13-2017,2017,Safety controller,OMRON Corporation,Japan,Technology Hardware & Equipment,0.42,1.617,44.52,23.13,32.34
13889-14-2017,2017,Switch,OMRON Corporation,Japan,Technology Hardware & Equipment,0.25,0.069,44.52,23.13,32.34
13889-2-2014,2014,Keyless Entry System for AutomobilesTransmitter  Receiver unit,OMRON Corporation,Japan,Technology Hardware & Equipment,0.11,8.96,44.52,23.13,32.34
13889-4-2014,2014,Signal Relay Type G6Zk1FTR,OMRON Corporation,Japan,Technology Hardware & Equipment,0.0,0.145,44.52,23.13,32.34
13889-5-2017,2017,Automotive Relay,OMRON Corporation,Japan,Technology Hardware & Equipment,0.03,3.3,44.52,23.13,32.34
13889-6-2017,2017,Automotive Relay,OMRON Corporation,Japan,Technology Hardware & Equipment,0.03,1.1,44.52,23.13,32.34
13889-7-2017,2017,Automotive Relay,OMRON Corporation,Japan,Technology Hardware & Equipment,0.03,0.6,44.52,23.13,32.34
13889-8-2017,2017,Blood Pressure Monitor,OMRON Corporation,Japan,Technology Hardware & Equipment,0.25,28.2,44.52,23.13,32.34
13889-9-2017,2017,ECU,OMRON Corporation,Japan,Technology Hardware & Equipment,1.06,7.5,44.52,23.13,32.34
14021-1-2013,2013,City gas,"Osaka Gas Co., Ltd.",Japan,Utilities,1.06,60.58,12.51,2.69,84.8
14021-1-2015,2015,City gas,"Osaka Gas Co., Ltd.",Japan,Gas Utilities,1.06,60.58,12.51,2.69,84.8
14021-1-2016,2016,City gas,"Osaka Gas Co., Ltd.",Japan,Utilities,1.06,60.64,12.34,1.19,86.48
14605-1-2013,2013,Walkers Crisps 325 g sold in the United Kingdom,"PepsiCo, Inc.",United States,"Food, Beverage & Tobacco",0.03,0.08,44.52,23.13,32.34
14605-1-2014,2014,Walkers Crisps 325 g sold in the United Kingdom,"PepsiCo, Inc.",United States,"Food, Beverage & Tobacco",0.03,0.08,44.52,23.13,32.34
14605-1-2015,2015,Walkers Crisps 325 g sold in the United Kingdom,"PepsiCo, Inc.",United States,Food & Beverage Processing,0.03,0.08,44.52,23.13,32.34
14605-2-2013,2013,Walkers Crisps 50g bag sold in the United Kingdom,"PepsiCo, Inc.",United States,"Food, Beverage & Tobacco",0.05,0.12,44.52,23.13,32.34
14605-2-2014,2014,Walkers Crisps 50g bag sold in the United Kingdom,"PepsiCo, Inc.",United States,"Food, Beverage & Tobacco",0.05,0.12,44.52,23.13,32.34
14605-2-2015,2015,Walkers Crisps 50g bag sold in the United Kingdom,"PepsiCo, Inc.",United States,Food & Beverage Processing,0.05,0.12,44.52,23.13,32.34
14605-3-2013,2013,Quaker Oats 1Kg box sold in the United Kingdom,"PepsiCo, Inc.",United States,"Food, Beverage & Tobacco",0.04,0.07,44.52,23.13,32.34
14605-3-2014,2014,Quaker Oats 1Kg box sold in the United Kingdom,"PepsiCo, Inc.",United States,"Food, Beverage & Tobacco",0.04,0.07,44.52,23.13,32.34
14605-3-2015,2015,Quaker Oats 1Kg box sold in the United Kingdom,"PepsiCo, Inc.",United States,Food & Beverage Processing,0.04,0.07,44.52,23.13,32.34
14605-4-2013,2013,Quaker Oats So Simple Original and Golden Syrup products,"PepsiCo, Inc.",United States,"Food, Beverage & Tobacco",0.32,0.65,44.52,23.13,32.34
14605-4-2014,2014,Quaker Oats So Simple Original and Golden Syrup products,"PepsiCo, Inc.",United States,"Food, Beverage & Tobacco",0.32,0.65,44.52,23.13,32.34
14605-4-2015,2015,Quaker Oats So Simple Original and Golden Syrup products,"PepsiCo, Inc.",United States,Food & Beverage Processing,0.32,0.65,44.52,23.13,32.34
14697-1-2013,2013,HH DVD,Philips & Lite-On Digital Solutions Corp.,Taiwan,Technology Hardware & Equipment,0.09,25.5,44.52,23.13,32.34
149-1-2013,2013,power supply unit MF6004030L,Acbel Polytech Inc,Taiwan,Technology Hardware & Equipment,1.8,244.09,43.69,46.44,9.87
15391-1-2013,2013,CDROM,Quanta Storage Inc.,China,Technology Hardware & Equipment,0.09,1.62,44.52,23.13,32.34
15391-1-2014,2014,CDROM,Quanta Storage Inc.,China,Technology Hardware & Equipment,0.09,12.0,44.52,23.13,32.34
15398-10-2014,2014,LED Lighting,Qisda,Taiwan,Technology Hardware & Equipment,6.3,33.31,98.38,1.38,0.24
15398-11-2014,2014,Projector,Qisda,Taiwan,Technology Hardware & Equipment,2.8,88.96,87.7,12.06,0.24
15398-1-2013,2013,19 LCD Monitor  Weight 24Kg  Diagonal size 19  Power consumption 1625W on mode 072W power saving mode 053W off mode Excluded from the study of carbon footprint of product were CDManual and Quick Start Guide,Qisda,Taiwan,Technology Hardware & Equipment,2.4,70.02,98.4,1.29,0.31
15398-12-2014,2014,Mobile Phone,Qisda,Taiwan,Technology Hardware & Equipment,0.31,19.38,88.18,11.71,0.1
15398-13-2015,2015,Monitor,Qisda,Taiwan,Technology Hardware & Equipment,7.4,66.19,97.21,2.24,0.56
15398-13-2016,2016,Monitor,Qisda,Taiwan,Technology Hardware & Equipment,5.8,74.83,97.06,1.56,1.38
15398-14-2015,2015,Projector,Qisda,Taiwan,Technology Hardware & Equipment,3.4,83.18,98.41,1.27,0.31
15398-14-2016,2016,Projector,Qisda,Taiwan,Technology Hardware & Equipment,4.4,99.68,97.26,2.41,0.33
15398-15-2015,2015,Mobile Phone,Qisda,Taiwan,Technology Hardware & Equipment,0.35,53.36,99.4,0.06,0.54
15398-15-2016,2016,Mobile Phone,Qisda,Taiwan,Technology Hardware & Equipment,0.35,16.21,99.38,0.43,0.19
15398-16-2015,2015,LED Lighting,Qisda,Taiwan,Technology Hardware & Equipment,8.2,69.12,82.96,16.88,0.16
15398-16-2016,2016,LED Lighting,Qisda,Taiwan,Technology Hardware & Equipment,5.8,24.04,90.1,9.57,0.33
15398-17-2015,2015,Industrial Solutions,Qisda,Taiwan,Technology Hardware & Equipment,14.2,146.41,96.88,2.7,0.42
15398-18-2016,2016,Industrial Solutions,Qisda,Taiwan,Technology Hardware & Equipment,7.0,66.16,89.48,10.02,0.5
15398-2-2013,2013,Projector  Weight 75Kg Lamp 24 pcs laser with phosphor Excluded from the study of carbon footprint of product were CDManual and Quick Start Guide,Qisda,Taiwan,Technology Hardware & Equipment,7.5,182.927,99.17,0.52,0.31
15398-3-2013,2013,Mobile phone Weight 011kg Screen Diagonal 37 WVGA 800480 16M Color TFTLCD Power Consumption Standby time1300m Ah Up to 4 hrs depends on realnetwork Excluded from the study of carbon footprint of product were CDManual and Quick Start Guide,Qisda,Taiwan,Technology Hardware & Equipment,0.11,18.756,69.15,30.81,0.04
15398-4-2013,2013,Digital Photo Frame Weight 08 kg Diagonal size 7D Overall Dimension 238202397mm Excluded from the study of carbon footprint of product were CDManual and Quick Start Guide,Qisda,Taiwan,Technology Hardware & Equipment,0.8,25.517,98.43,1.33,0.24
15398-5-2013,2013,Scanner  Weight 14 kg Power supply 12V15A Excluded from the study of carbon footprint of product were CDManual and Quick Start Guide,Qisda,Taiwan,Technology Hardware & Equipment,1.4,20.886,95.47,4.52,0.01
15398-6-2014,2014,Monitor,Qisda,Taiwan,Technology Hardware & Equipment,11.0,105.56,96.47,3.01,0.52
15398-7-2014,2014,42 Industrial Solutions,Qisda,Taiwan,Technology Hardware & Equipment,23.0,174.46,96.89,1.71,1.39
15398-8-2014,2014,Mobile Infotainment,Qisda,Taiwan,Technology Hardware & Equipment,0.7,25.72,97.2,2.6,0.19
15398-9-2014,2014,Surveillance Camera  Products,Qisda,Taiwan,Technology Hardware & Equipment,0.16,6.13,90.38,8.81,0.82
15673-1-2013,2013,BlackBerry Bold 9900,BlackBerry Limited,Canada,Telecommunication Services,0.13,52.2,44.18,16.85,38.96
15673-2-2014,2014,BlackBerry Z10,BlackBerry Limited,Canada,Technology Hardware & Equipment,0.14,57.1,45.69,17.43,36.88
15673-3-2015,2015,BlackBerry Passport,BlackBerry Limited,Canada,Technology Hardware & Equipment,0.2,65.1,43.73,16.68,39.59
15673-3-2016,2016,BlackBerry Passport,BlackBerry Limited,Canada,Technology Hardware & Equipment,0.2,65.1,43.73,16.68,39.59
15673-4-2016,2016,BlackBerry Classic,BlackBerry Limited,Canada,Technology Hardware & Equipment,0.18,62.8,44.03,16.79,39.17
15673-5-2016,2016,BlackBerry Priv,BlackBerry Limited,Canada,Technology Hardware & Equipment,0.19,79.9,45.13,17.21,37.66
15763-10-2017,2017,Ricoh SP C352DN,"Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,33.0,1640.0,7.73,2.12,90.15
15763-1-2013,2013,Ricoh Aficio MP 6002SP a Monochrome MFP Multifunction products products that function as Copier Network Printer Scanner Facsimile,"Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,214.0,2400.0,44.52,23.13,32.34
15763-2-2013,2013,Ricoh Aficio MP C5502G a Fullcolor MFP Multifunction products products that function as Copier Network Printer Scanner Facsimile,"Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,130.0,2100.0,44.52,23.13,32.34
15763-3-2013,2013,Ricoh Aficio SP 8300DN a highspeed Monochrome Network Printer,"Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,73.0,1297.0,44.52,23.13,32.34
15763-4-2013,2013,Ricoh Aficio SP C831DN a highspeed Fullcolour Network Printer,"Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,97.0,3210.0,44.52,23.13,32.34
15763-5-2013,2013,Ricoh Pro C751EX a Production Printer Full Color that is used primarily for highspeed and production type large print volume job,"Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,550.0,7368.0,44.52,23.13,32.34
15763-6-2014,2014,Ricoh MP C5503,"Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,99.9,1940.0,44.52,23.13,32.34
15763-7-2014,2014,Ricoh MP C8002SP The product is a highspeed 80 imagesminute color multifunctional product MFP and is a major representative of our image solution products business  The lifecycle emissions data of this product is provided as a case example of our entire image solution business products line which covers 77 of Ricohs total revenue,"Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,241.0,6140.0,44.52,23.13,32.34
15763-8-2015,2015,Ricoh MP 6054SPG,"Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,74.0,1330.0,44.52,23.13,32.34
15763-9-2015,2015,RICOH Pro C7110S QX100,"Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,600.0,8080.0,44.52,23.13,32.34
16290-1-2013,2013,SBS Board,Sappi,South Africa,Materials,1000.0,968.0,44.52,23.13,32.34
16290-1-2014,2014,AlgroDesign,Sappi,South Africa,Materials,1000.0,1031.6,30.17,69.83,0.0
16290-2-2013,2013,One side coated label paper,Sappi,South Africa,Materials,1000.0,949.0,44.52,23.13,32.34
16290-2-2014,2014,Parade Prima,Sappi,South Africa,Materials,1000.0,1042.8,30.92,69.08,0.0
16290-3-2013,2013,Uncoated flexible packaging paper,Sappi,South Africa,Materials,1000.0,1033.0,44.52,23.13,32.34
16290-3-2014,2014,Leine Mhle Leine Silk,Sappi,South Africa,Materials,1000.0,1060.9,32.1,67.9,0.0
16290-4-2013,2013,One side coated flexible packaging paper,Sappi,South Africa,Materials,1000.0,973.0,44.52,23.13,32.34
16290-4-2014,2014,Algro Helix,Sappi,South Africa,Materials,1000.0,1082.6,33.46,66.54,0.0
16423-1-2013,2013,Acti9  Residual current circuit breaker  iID K The main function of the iID K product range is to ensure protection of people against electric shocks PEP of this product is available here httpplanetschneiderelectriccomC12577A200268439all14AA652B755F340C852577F3006F06D0Fileenvpep100201enpdf,Schneider Electric,France,Capital Goods,0.21,19.1,6.68,1.44,91.88
16423-1-2014,2014,ACTI9 IID K 2P 40A 30MA ACTYPE RESIDUAL CURRENT CIRCUIT BREAKER,Schneider Electric,France,Capital Goods,0.21,19.1,6.68,1.44,91.88
16423-1-2015,2015,ACTI9 IID K 2P 40A 30MA ACTYPE RESIDUAL CURRENT CIRCUIT BREAKER,Schneider Electric,France,Electrical Equipment and Machinery,0.21,19.1,6.68,1.44,91.88
16423-2-2016,2016,ACTI9 IID K 2P 40A 30MA ACTYPE RESIDUAL CURRENT CIRCUIT BREAKER,Schneider Electric,France,Capital Goods,0.21,61.23,1.92,0.41,97.66
17280-1-2013,2013,Corrugated box,Smurfit Kappa Group PLC,Ireland,Materials,1000.0,746.0,87.01,12.99,0.0
17280-1-2014,2014,Corrugated Box,Smurfit Kappa Group PLC,Ireland,Materials,1000.0,746.0,87.01,12.99,0.0
17280-1-2015,2015,Corrugated box,Smurfit Kappa Group PLC,Ireland,Containers & Packaging,1000.0,746.0,87.01,12.99,0.0
17280-2-2013,2013,Board packaging,Smurfit Kappa Group PLC,Ireland,Materials,1000.0,964.0,87.01,12.99,0.0
17280-2-2014,2014,Solid Board,Smurfit Kappa Group PLC,Ireland,Materials,1000.0,964.0,87.01,12.99,0.0
17280-2-2015,2015,Solid Board,Smurfit Kappa Group PLC,Ireland,Containers & Packaging,1000.0,964.0,87.01,12.99,0.0
17296-1-2014,2014,Sodium Carbonate,Solvay S.A.,Belgium,Materials,1.0,1.32,1.52,98.48,0.0
17296-2-2014,2014,Sodium Bicarbonate,Solvay S.A.,Belgium,Materials,1.0,1.1,0.91,99.09,0.0
17296-2-2015,2015,Sodium Bicarbonate,Solvay S.A.,Belgium,Chemicals,1.0,1.01,9.9,90.1,0.0
17296-2-2016,2016,Sodium Bicarbonate,Solvay S.A.,Belgium,Materials,1.0,1.01,44.52,23.13,32.34
17296-3-2015,2015,Dense Sodium Carbonate,Solvay S.A.,Belgium,Chemicals,1.0,1.29,10.85,89.15,0.0
17296-3-2016,2016,Dense Sodium Carbonate,Solvay S.A.,Belgium,Materials,1.0,1.29,44.52,23.13,32.34
17296-4-2015,2015,Light Sodium Carbonate,Solvay S.A.,Belgium,Chemicals,1.0,1.19,10.92,89.08,0.0
17296-4-2016,2016,Light Sodium Carbonate,Solvay S.A.,Belgium,Materials,1.0,1.19,44.52,23.13,32.34
17659-1-2014,2014,Staples Sustainable Earth 12A toner cartridge,"Staples, Inc.",United States,Retailing,0.82,2.526,71.85,7.62,20.53
17659-1-2015,2015,Staples Sustainable Earth 12A toner cartridge,"Staples, Inc.",United States,Retailing,0.82,2.526,71.85,7.62,20.53
17659-2-2015,2015,Staples Sustainable Earth 38A toner cartridge,"Staples, Inc.",United States,Retailing,0.82,8.38,78.45,5.26,16.29
17673-1-2015,2015,D21710 Type 5 Corded Power Drill,"Stanley Black & Decker, Inc.",United States,Electrical Equipment and Machinery,1.82,55.67,44.52,23.13,32.34
17673-1-2016,2016,D21710 Type 5 Corded Power Drill,"Stanley Black & Decker, Inc.",United States,Capital Goods,1.82,55.67,44.52,23.13,32.34
17673-2-2015,2015,DC988 Type 11 Cordless Power Drill equipment with rechargeable NiCd batteries,"Stanley Black & Decker, Inc.",United States,Electrical Equipment and Machinery,2.7,88.13,44.52,23.13,32.34
17673-2-2016,2016,Cordless Power Drill,"Stanley Black & Decker, Inc.",United States,Capital Goods,2.7,88.13,44.52,23.13,32.34
17673-3-2016,2016,33725 Tape measure family,"Stanley Black & Decker, Inc.",United States,Capital Goods,0.5,2.15,78.19,16.84,4.97
17788-10-2016,2016,BFree small cube European supply chain,Steelcase,United States,Commercial & Professional Services,13.05,23.0,44.52,23.13,32.34
17788-11-2016,2016,BFree Table European supply chain,Steelcase,United States,Commercial & Professional Services,51.7,150.0,44.52,23.13,32.34
17788-1-2013,2013,Lets B task chair,Steelcase,United States,Commercial & Professional Services,19.77,120.0,44.52,23.13,32.34
17788-1-2014,2014,Lets B task chair,Steelcase,United States,Commercial & Professional Services,19.77,120.0,44.52,23.13,32.34
17788-12-2016,2016,Eastside European supply chain,Steelcase,United States,Commercial & Professional Services,6.16,29.0,44.52,23.13,32.34
17788-13-2016,2016,Flip Top Twin European supply chain,Steelcase,United States,Commercial & Professional Services,32.92,94.0,44.52,23.13,32.34
17788-16-2016,2016,FrameOne Bench European supply chain,Steelcase,United States,Commercial & Professional Services,154.8,380.0,44.52,23.13,32.34
17788-17-2016,2016,Fusion European supply chain,Steelcase,United States,Commercial & Professional Services,35.33,71.8,44.52,23.13,32.34
17788-18-2016,2016,Gesture European supply chain,Steelcase,United States,Commercial & Professional Services,35.38,170.0,44.52,23.13,32.34
17788-19-2016,2016,Gesture North American supply chain,Steelcase,United States,Commercial & Professional Services,35.38,180.0,44.52,23.13,32.34
17788-20-2016,2016,Implicit European supply chain,Steelcase,United States,Commercial & Professional Services,35.3,98.0,44.52,23.13,32.34
17788-21-2016,2016,Kalidro European supply chain,Steelcase,United States,Commercial & Professional Services,37.0,51.5,44.52,23.13,32.34
17788-2-2013,2013,The Activa desks are highly ergonomic and offer different height adjustable versions in a single design Its modular construction allows very easy assembly and reconfiguration  The model chosen for analysis is the most frequently ordered one reference W6412700 from the Activa Telescopic range Standard features on this model include  Top dimensions 1600 mm x 800 mm  Melamine top Snow WY  Steel leg and frame Pearl Snow ZW  Telescopic height adjustment from 620 mm to 900 mm  Steel cable tray,Steelcase,United States,Commercial & Professional Services,44.71,160.0,44.52,23.13,32.34
17788-2-2014,2014,Activa desk,Steelcase,United States,Commercial & Professional Services,44.71,160.0,44.52,23.13,32.34
17788-22-2016,2016,Leap European supply chain,Steelcase,United States,Commercial & Professional Services,26.18,87.8,44.52,23.13,32.34
17788-23-2016,2016,Lets B European supply chain,Steelcase,United States,Commercial & Professional Services,25.0,120.0,44.52,23.13,32.34
17788-24-2016,2016,Movida European supply chain,Steelcase,United States,Commercial & Professional Services,38.34,39.6,44.52,23.13,32.34
17788-25-2016,2016,New Think European supply chain,Steelcase,United States,Commercial & Professional Services,31.0,110.0,44.52,23.13,32.34
17788-26-2016,2016,Ology European supply chain,Steelcase,United States,Commercial & Professional Services,40.9,95.0,44.52,23.13,32.34
17788-27-2016,2016,Partito European supply chain,Steelcase,United States,Commercial & Professional Services,14.96,60.0,44.52,23.13,32.34
20822-2-2014,2014,ColorQube 8900,Xerox Corporation,United States,Technology Hardware & Equipment,46.31,2445.0,1.6,27.72,70.69
17788-28-2016,2016,Please European supply chain,Steelcase,United States,Commercial & Professional Services,23.62,90.9,44.52,23.13,32.34
17788-29-2016,2016,Qivi European supply chain,Steelcase,United States,Commercial & Professional Services,5.17,56.0,44.52,23.13,32.34
17788-30-2016,2016,Reply European supply chain,Steelcase,United States,Commercial & Professional Services,17.7,101.0,44.52,23.13,32.34
17788-3-2013,2013,Share It is a modular storage system It offers personal storage team storage meeting point solutions and lockers  Share It can be also used as space dividers structuring workspaces  It is modular and offers endless planning possibilities  The range enhances collaboration providing communication platforms  It helps people concentrate thanks to acoustics absorbing surfaces  It offers wide range of finishes for different workplace ambiances,Steelcase,United States,Commercial & Professional Services,52.22,110.8,44.52,23.13,32.34
17788-3-2014,2014,Share It modular storage system,Steelcase,United States,Commercial & Professional Services,52.22,110.8,44.52,23.13,32.34
17788-32-2016,2016,Tenaro European supply chain,Steelcase,United States,Commercial & Professional Services,67.32,52.6,44.52,23.13,32.34
17788-33-2016,2016,TNT European supply chain,Steelcase,United States,Commercial & Professional Services,47.33,49.7,44.52,23.13,32.34
17788-34-2016,2016,Universal Storage EU European supply chain,Steelcase,United States,Commercial & Professional Services,69.78,103.8,44.52,23.13,32.34
17788-36-2016,2016,Westside European supply chain,Steelcase,United States,Commercial & Professional Services,5.06,18.8,44.52,23.13,32.34
17788-4-2013,2013,The model chosen for analysis is the most popular model Think work chair  It is a highly adjustable ergonomic chair equipped as follows 1 Your PowerTM weight activated mechanism 2 Your ProfileTM seat and back flexors  3 Your PreferenceTM control  4 Adjustable seat depth 5 Adjustable seat height 6 Adjustable lumbar support 7 Adjustable armrests 8 Plastic base,Steelcase,United States,Commercial & Professional Services,17.25,85.5,44.52,23.13,32.34
17788-4-2014,2014,Think work chair,Steelcase,United States,Commercial & Professional Services,17.25,85.5,44.52,23.13,32.34
17788-5-2016,2016,32 Seconds European supply chain,Steelcase,United States,Commercial & Professional Services,21.77,100.2,44.52,23.13,32.34
17788-6-2016,2016,Activa European supply chain,Steelcase,United States,Commercial & Professional Services,44.71,160.0,44.52,23.13,32.34
17788-7-2016,2016,Amia European supply chain,Steelcase,United States,Commercial & Professional Services,13.01,111.2,44.52,23.13,32.34
17788-8-2016,2016,BFree big cube European supply chain,Steelcase,United States,Commercial & Professional Services,34.8,110.0,44.52,23.13,32.34
17788-9-2016,2016,BFree Desk European supply chain,Steelcase,United States,Commercial & Professional Services,42.1,100.0,44.52,23.13,32.34
18141-1-2015,2015,Fungicide,Syngenta AG,Switzerland,Chemicals,1.0,2.8,44.52,23.13,32.34
18141-2-2015,2015,Herbicide,Syngenta AG,Switzerland,Chemicals,1.0,3.72,44.52,23.13,32.34
18141-3-2015,2015,Insecticide,Syngenta AG,Switzerland,Chemicals,1.0,4.82,44.52,23.13,32.34
18141-4-2015,2015,Seed treatment,Syngenta AG,Switzerland,Chemicals,1.0,1.02,44.52,23.13,32.34
18288-1-2013,2013,Soda Ash for Unilever plc,Tata Chemicals,India,Materials,1000.0,1282.0,44.52,23.13,32.34
18288-1-2014,2014,Soda Ash,Tata Chemicals,India,Materials,1000.0,1057.0,44.52,23.13,32.34
18288-1-2015,2015,Soda Ash,Tata Chemicals,India,Chemicals,1000.0,1006.0,44.52,23.13,32.34
18288-1-2017,2017,Soda Ash,Tata Chemicals,India,Materials,1000.0,870.0,44.52,23.13,32.34
18288-2-2013,2013,Soda Ash for WalMart Stores Inc,Tata Chemicals,India,Materials,1000.0,701.0,44.52,23.13,32.34
18288-3-2014,2014,Soda Ash from Tata Chemicals Europe,Tata Chemicals,India,Materials,1000.0,840.0,44.52,23.13,32.34
18288-3-2015,2015,Soda Ash Tata Chemicals Europe,Tata Chemicals,India,Chemicals,1000.0,764.0,44.52,23.13,32.34
18288-4-2015,2015,Soda Ash Tata Chemicals Magadi,Tata Chemicals,India,Chemicals,1000.0,504.0,44.52,23.13,32.34
18288-5-2015,2015,Soda Ash Tata Chemicals North America,Tata Chemicals,India,Chemicals,1000.0,701.0,44.52,23.13,32.34
18288-6-2015,2015,Soda Ash Tata Chemicals Mithapur India,Tata Chemicals,India,Chemicals,1000.0,1083.0,44.52,23.13,32.34
18344-1-2014,2014,Hot Rolled Steel,Tata Steel,India,Materials,1000.0,2425.0,25.35,70.6,4.05
18344-1-2015,2015,Hot Rolled Steel HR,Tata Steel,India,"Mining - Iron, Aluminum, Other Metals",1000.0,2615.0,23.36,65.05,11.59
18344-2-2014,2014,Cold Rolled Steel,Tata Steel,India,Materials,1000.0,2549.0,25.35,70.6,4.05
18344-2-2015,2015,Cold Rolled Steel CR,Tata Steel,India,"Mining - Iron, Aluminum, Other Metals",1000.0,2746.0,23.35,65.04,11.61
18344-3-2014,2014,Galvanised Steel,Tata Steel,India,Materials,1000.0,2611.0,25.35,70.59,4.06
18344-3-2015,2015,Galvanized Steel Galv,Tata Steel,India,"Mining - Iron, Aluminum, Other Metals",1000.0,2820.0,23.36,65.06,11.58
18585-1-2013,2013,Tetra Brik Aseptic Slim 200ml,TETRA PAK,Sweden,Materials,0.01,0.017,88.24,11.76,0.0
18585-1-2014,2014,Tetra Brik Aseptic Slim 200ml,TETRA PAK,Sweden,Materials,0.01,0.017,88.24,11.76,0.0
18585-1-2015,2015,Tetra Brik Aseptic Slim 200ml,TETRA PAK,Sweden,Containers & Packaging,0.01,0.017,88.24,11.76,0.0
18585-1-2016,2016,Tetra Brik Aseptic Slim 200ml,TETRA PAK,Sweden,Materials,0.01,0.016,81.25,18.75,0.0
18585-2-2013,2013,Tetra Brik Aseptic Slim 250ml,TETRA PAK,Sweden,Materials,0.01,0.018,88.89,11.11,0.0
18585-2-2014,2014,Tetra Brik Aseptic Slim 250ml,TETRA PAK,Sweden,Materials,0.01,0.018,88.89,11.11,0.0
18585-2-2015,2015,Tetra Brik Aseptic Slim 250ml,TETRA PAK,Sweden,Containers & Packaging,0.01,0.018,88.89,11.11,0.0
18585-2-2016,2016,Tetra Brik Aseptic Slim 250ml,TETRA PAK,Sweden,Materials,0.01,0.018,83.33,16.67,0.0
18585-3-2013,2013,Tetra Brik Aseptic Base 250ml,TETRA PAK,Sweden,Materials,0.01,0.018,88.89,11.11,0.0
18585-3-2014,2014,Tetra Brik Aseptic Base 250ml,TETRA PAK,Sweden,Materials,0.01,0.018,88.89,11.11,0.0
18585-3-2015,2015,Tetra Brik Aseptic Base 250ml,TETRA PAK,Sweden,Containers & Packaging,0.01,0.018,88.89,11.11,0.0
18585-3-2016,2016,Tetra Brik Aseptic Base 250ml,TETRA PAK,Sweden,Materials,0.01,0.017,82.35,17.65,0.0
18585-4-2013,2013,Tetra Brik Aseptic Base 1000ml,TETRA PAK,Sweden,Materials,0.03,0.046,86.96,13.04,0.0
18585-4-2014,2014,Tetra Brik Aseptic Base 1000ml,TETRA PAK,Sweden,Materials,0.03,0.046,86.96,13.04,0.0
18585-4-2015,2015,Tetra Brik Aseptic Base 1000ml,TETRA PAK,Sweden,Containers & Packaging,0.03,0.046,86.96,13.04,0.0
18585-4-2016,2016,Tetra Brik Aseptic Base 1000ml,TETRA PAK,Sweden,Materials,0.03,0.042,83.33,16.67,0.0
